exp,country,trial,lat,lon,pg_id_n,variety_id_n,set,trait,paramater_id,plot_treatment,blue,se,ased,echidna,model,note
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_012,CLA127,core,LN_ear,INLF_1eaf,mean,15.4,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_013,GCP_195,core,LN_ear,INLF_1eaf,mean,14.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_014,CML431,core,LN_ear,INLF_1eaf,mean,14.6,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_015,tams_125,core,LN_ear,INLF_1eaf,mean,15.3,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_016,CML277,core,LN_ear,INLF_1eaf,mean,12.8,0.2,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_017,CLA105,core,LN_ear,INLF_1eaf,mean,12,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_018,KI3,core,LN_ear,INLF_1eaf,mean,13.3,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_019,DTMA_236,core,LN_ear,INLF_1eaf,mean,12.5,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_020,DTMA_6,core,LN_ear,INLF_1eaf,mean,14.7,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_021,CML425,core,LN_ear,INLF_1eaf,mean,14.7,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_022,CML341,core,LN_ear,INLF_1eaf,mean,13.3,0.2,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_023,KI11,core,LN_ear,INLF_1eaf,mean,12.8,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_024,GCP_193,core,LN_ear,INLF_1eaf,mean,14.6,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_025,CML287,core,LN_ear,INLF_1eaf,mean,13.9,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_026,CML373,core,LN_ear,INLF_1eaf,mean,13.5,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_027,Tzi9,core,LN_ear,INLF_1eaf,mean,14,0.2,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_028,LH123Ht,core,LN_ear,INLF_1eaf,mean,11.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_029,2369,core,LN_ear,INLF_1eaf,mean,12.9,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_030,B73,core,LN_ear,INLF_1eaf,mean,13.9,0.1,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_031,B104,core,LN_ear,INLF_1eaf,mean,12.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_032,LH195,core,LN_ear,INLF_1eaf,mean,13.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_033,PH207,core,LN_ear,INLF_1eaf,mean,11.2,0.2,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_034,NILASq4g71i03,core,LN_ear,INLF_1eaf,mean,12.8,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_035,NILASq4g31i04,core,LN_ear,INLF_1eaf,mean,12.2,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_036,NILASq4g31i06,core,LN_ear,INLF_1eaf,mean,13.5,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_037,NILASq4g41i07,core,LN_ear,INLF_1eaf,mean,12.4,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_038,BA90,core,LN_ear,INLF_1eaf,mean,12.9,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_039,CAL14113,core,LN_ear,INLF_1eaf,mean,15.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_040,mor_17,core,LN_ear,INLF_1eaf,mean,13.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_041,CAL1440,core,LN_ear,INLF_1eaf,mean,12.4,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_042,bov_635,core,LN_ear,INLF_1eaf,mean,12.7,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_043,CAL152,core,LN_ear,INLF_1eaf,mean,15.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_044,CLA41,core,LN_ear,INLF_1eaf,mean,13.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_045,CML5,core,LN_ear,INLF_1eaf,mean,14.5,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_046,CML69,core,LN_ear,INLF_1eaf,mean,13,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_047,CML103,core,LN_ear,INLF_1eaf,mean,15.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_048,CML196,core,LN_ear,INLF_1eaf,mean,16.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_049,CML228,core,LN_ear,INLF_1eaf,mean,12.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_050,CML247,core,LN_ear,INLF_1eaf,mean,15.6,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_051,CML281,core,LN_ear,INLF_1eaf,mean,15.5,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_052,CML312,core,LN_ear,INLF_1eaf,mean,13.9,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_053,GUAD6_HD201,core,LN_ear,INLF_1eaf,mean,13,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_054,CML322,core,LN_ear,INLF_1eaf,mean,12.5,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_055,CML328,core,LN_ear,INLF_1eaf,mean,11,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_056,CML440,core,LN_ear,INLF_1eaf,mean,12.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_057,ECUA476_SSD01,core,LN_ear,INLF_1eaf,mean,11.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_058,CML456,core,LN_ear,INLF_1eaf,mean,11.4,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_059,CML460,core,LN_ear,INLF_1eaf,mean,13.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_060,CML471,core,LN_ear,INLF_1eaf,mean,12.5,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_061,CML473,core,LN_ear,INLF_1eaf,mean,14.2,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_062,CML537,core,LN_ear,INLF_1eaf,mean,13.6,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_063,CML542,core,LN_ear,INLF_1eaf,mean,12.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_064,CML576,core,LN_ear,INLF_1eaf,mean,14.7,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_065,CML550,core,LN_ear,INLF_1eaf,mean,14.6,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_066,CML566,core,LN_ear,INLF_1eaf,mean,14.7,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_067,CML568,core,LN_ear,INLF_1eaf,mean,15,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_068,CML570,core,LN_ear,INLF_1eaf,mean,13.2,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_069,CML592,core,LN_ear,INLF_1eaf,mean,14.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_070,CML587,core,LN_ear,INLF_1eaf,mean,12.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_071,CZL04021,core,LN_ear,INLF_1eaf,mean,13.6,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_072,CZL1358,core,LN_ear,INLF_1eaf,mean,13,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_073,CZL1461,core,LN_ear,INLF_1eaf,mean,14.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_074,CZL1465,core,LN_ear,INLF_1eaf,mean,15.6,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_075,CZL15003,core,LN_ear,INLF_1eaf,mean,12.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_076,CZL15007,core,LN_ear,INLF_1eaf,mean,14.9,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_077,CZL15081,core,LN_ear,INLF_1eaf,mean,15,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_078,CZL15085,core,LN_ear,INLF_1eaf,mean,15.7,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_079,CZL15123,core,LN_ear,INLF_1eaf,mean,13,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_080,DTMA_29,core,LN_ear,INLF_1eaf,mean,12.2,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_081,CZL15194,core,LN_ear,INLF_1eaf,mean,13.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_082,CZL15206,core,LN_ear,INLF_1eaf,mean,14,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_083,CZL16020,core,LN_ear,INLF_1eaf,mean,13.9,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_084,CZL16078,core,LN_ear,INLF_1eaf,mean,16.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_085,CZL17015,core,LN_ear,INLF_1eaf,mean,11.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_086,CZL20003,core,LN_ear,INLF_1eaf,mean,12.9,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_087,K64R,core,LN_ear,INLF_1eaf,mean,14.9,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_088,Ki14,core,LN_ear,INLF_1eaf,mean,15.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_089,Ki44,core,LN_ear,INLF_1eaf,mean,13.9,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_090,LP1037,core,LN_ear,INLF_1eaf,mean,12.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_091,SC_Malawi,core,LN_ear,INLF_1eaf,mean,15.7,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_092,Tx601,core,LN_ear,INLF_1eaf,mean,17,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_093,VL1018816,core,LN_ear,INLF_1eaf,mean,16,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_094,VL1253,core,LN_ear,INLF_1eaf,mean,14.4,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_095,ZL109126,core,LN_ear,INLF_1eaf,mean,16.7,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_096,ZL111056,core,LN_ear,INLF_1eaf,mean,13.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_097,B37,core,LN_ear,INLF_1eaf,mean,12.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_098,Oh43,core,LN_ear,INLF_1eaf,mean,11,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_099,Mo17,core,LN_ear,INLF_1eaf,mean,11.5,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_100,NC358,core,LN_ear,INLF_1eaf,mean,11.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_101,M37W,core,LN_ear,INLF_1eaf,mean,12,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_102,NC338,core,LN_ear,INLF_1eaf,mean,12.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_103,CML331,core,LN_ear,INLF_1eaf,mean,14.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_104,CML424,core,LN_ear,INLF_1eaf,mean,12.2,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_105,CML541,core,LN_ear,INLF_1eaf,mean,13.5,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_106,CML545,core,LN_ear,INLF_1eaf,mean,13.2,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_107,BRVI142_HD102,core,LN_ear,INLF_1eaf,mean,13.4,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_114,CAL1469,core,LN_ear,INLF_1eaf,mean,11.1,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_119,CML593,core,LN_ear,INLF_1eaf,mean,15.8,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_121,CUBA54_HD102,core,LN_ear,INLF_1eaf,mean,13.6,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_122,CUBA54_HD105,core,LN_ear,INLF_1eaf,mean,15.2,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_123,BARB5_SSD01,core,LN_ear,INLF_1eaf,mean,14.1,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_124,GUAD6_SSD01,core,LN_ear,INLF_1eaf,mean,13.3,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_125,BRVI142_HD105,core,LN_ear,INLF_1eaf,mean,12,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_200,B107,exp1,LN_ear,INLF_1eaf,mean,11.7,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_201,B14a,exp1,LN_ear,INLF_1eaf,mean,13.3,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_202,D06,exp1,LN_ear,INLF_1eaf,mean,11.6,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_203,DK4676A,exp1,LN_ear,INLF_1eaf,mean,12.3,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_204,F252,exp1,LN_ear,INLF_1eaf,mean,10.4,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_205,F353,exp1,LN_ear,INLF_1eaf,mean,11.2,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_206,FP1,exp1,LN_ear,INLF_1eaf,mean,10.4,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_207,Lo904,exp1,LN_ear,INLF_1eaf,mean,13.7,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_208,PHT77,exp1,LN_ear,INLF_1eaf,mean,12.1,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_209,17g,exp1,LN_ear,INLF_1eaf,mean,13,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_210,ATPS425W,exp1,LN_ear,INLF_1eaf,mean,12.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_212,CamInb117,exp1,LN_ear,INLF_1eaf,mean,17.5,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_213,CL_G1839,exp1,LN_ear,INLF_1eaf,mean,12.9,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_214,CL_RCY007,exp1,LN_ear,INLF_1eaf,mean,13.9,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_215,CLA135,exp1,LN_ear,INLF_1eaf,mean,12.5,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_216,CLA158,exp1,LN_ear,INLF_1eaf,mean,11.2,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_217,CLA17,exp1,LN_ear,INLF_1eaf,mean,12.6,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_218,CLA18,exp1,LN_ear,INLF_1eaf,mean,13.3,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_219,CLA222,exp1,LN_ear,INLF_1eaf,mean,12.7,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_220,CLA35,exp1,LN_ear,INLF_1eaf,mean,13,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_221,CLA44,exp1,LN_ear,INLF_1eaf,mean,11.5,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_222,CLA46,exp1,LN_ear,INLF_1eaf,mean,10.4,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_223,CML108,exp1,LN_ear,INLF_1eaf,mean,13.9,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_224,CML120,exp1,LN_ear,INLF_1eaf,mean,14.6,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_225,CML139,exp1,LN_ear,INLF_1eaf,mean,11.9,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_226,CML14,exp1,LN_ear,INLF_1eaf,mean,14.9,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_227,CML141,exp1,LN_ear,INLF_1eaf,mean,16.6,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_228,CML144,exp1,LN_ear,INLF_1eaf,mean,11.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_229,CML159,exp1,LN_ear,INLF_1eaf,mean,12.2,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_230,CML163,exp1,LN_ear,INLF_1eaf,mean,14.6,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_231,CML165,exp1,LN_ear,INLF_1eaf,mean,12.6,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_232,CML171,exp1,LN_ear,INLF_1eaf,mean,13.1,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_233,CML176,exp1,LN_ear,INLF_1eaf,mean,10.9,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_234,CML190,exp1,LN_ear,INLF_1eaf,mean,12.3,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_235,CML206,exp1,LN_ear,INLF_1eaf,mean,14.5,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_236,CML208,exp1,LN_ear,INLF_1eaf,mean,16.5,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_237,CML238,exp1,LN_ear,INLF_1eaf,mean,17.6,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_238,CML246,exp1,LN_ear,INLF_1eaf,mean,11.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_239,CML261,exp1,LN_ear,INLF_1eaf,mean,15.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_240,CML320,exp1,LN_ear,INLF_1eaf,mean,15.1,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_241,CML321,exp1,LN_ear,INLF_1eaf,mean,13.3,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_242,CML341,exp1,LN_ear,INLF_1eaf,mean,14.5,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_243,CML344,exp1,LN_ear,INLF_1eaf,mean,15.9,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_244,CML358,exp1,LN_ear,INLF_1eaf,mean,11.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_245,CML378,exp1,LN_ear,INLF_1eaf,mean,13.9,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_246,CML38,exp1,LN_ear,INLF_1eaf,mean,13.5,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_247,CML407,exp1,LN_ear,INLF_1eaf,mean,14.3,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_248,CML442,exp1,LN_ear,INLF_1eaf,mean,13.3,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_249,CML445,exp1,LN_ear,INLF_1eaf,mean,12.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_250,CML450,exp1,LN_ear,INLF_1eaf,mean,12.5,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_251,CML451,exp1,LN_ear,INLF_1eaf,mean,13.2,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_252,CML488,exp1,LN_ear,INLF_1eaf,mean,12.8,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_253,CML489,exp1,LN_ear,INLF_1eaf,mean,14.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_254,CML491,exp1,LN_ear,INLF_1eaf,mean,13.6,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_255,CML496,exp1,LN_ear,INLF_1eaf,mean,13.5,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_256,CML504,exp1,LN_ear,INLF_1eaf,mean,14.2,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_257,CML505,exp1,LN_ear,INLF_1eaf,mean,11.8,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_258,CML51,exp1,LN_ear,INLF_1eaf,mean,13.3,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_259,CML536,exp1,LN_ear,INLF_1eaf,mean,14.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_260,CML538,exp1,LN_ear,INLF_1eaf,mean,13.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_261,CML540,exp1,LN_ear,INLF_1eaf,mean,10.6,0.4,0.54,photogrid_mx.es,5,NA
